id,source_id,domain,difficulty,question_type,expected_answerable,question,expected_source,reference_answer,expected_answer_keywords,scenario_type,conversation_id,turn_index,depends_on_id
qb_203,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ช่วง add/drop มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,add/drop;กำหนดการ;ประกาศ,standard,,,
qb_204,,curriculum,medium,factual,True,CPE 241 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,CPE 241 มี 3 หน่วยกิต รูปแบบชั่วโมง 3(2-2-6),CPE 241;3;หน่วยกิต;2-2-6;รูปแบบชั่วโมง,standard,,,
qb_205,,regulations,hard,multi-hop,True,"ถ้า ""ต้องการเช็กว่าสิ่งของส่วนตัวอะไรบ้างที่ห้ามนำเข้าห้องสอบ"" แล้วมีข้อยกเว้น ต้องติดต่อใครและทำเอกสารอะไรบ้าง",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_206,,curriculum,easy,factual,True,CPE 313 เป็นวิชาเกี่ยวกับอะไรครับ ช่วยสรุปให้เข้าใจง่ายหน่อย,foe10;curriculum,"CPE 313 คือรายวิชา ""สัญญาณและระบบเชิงเส้น"" ตามเอกสารหลักสูตร",CPE 313;สัญญาณและระบบเชิงเส้น,standard,,,
qb_207,,general,easy,unanswerable,False,ช่วยส่งข้อสอบปลายภาคจริงของวิชา CPE 333 ให้หน่อยได้ไหม,,,CPE 333;ไม่สามารถ;ไม่พบข้อมูลยืนยัน,standard,,,
qb_208,,curriculum,medium,factual,True,CPE 334 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,CPE 334 มี 3 หน่วยกิต รูปแบบชั่วโมง 3(3-0-6),CPE 334;3;หน่วยกิต;3-0-6;รูปแบบชั่วโมง,standard,,,
qb_209,,curriculum,medium,factual,True,CPE 301 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,CPE 301 มี 1 หน่วยกิต รูปแบบชั่วโมง 1(1-0-2),CPE 301;1;หน่วยกิต;1-0-2;รูปแบบชั่วโมง,standard,,,
qb_210,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า วันเปิดภาคการศึกษา มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_211,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 121 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 121,standard,,,
qb_212,,curriculum,easy,factual,True,CPE 324 เป็นวิชาเกี่ยวกับอะไรครับ ช่วยสรุปให้เข้าใจง่ายหน่อย,foe10;curriculum,"CPE 324 คือรายวิชา ""ระบบสมองกลฝังตัว"" ตามเอกสารหลักสูตร",CPE 324;ระบบสมองกลฝังตัว,standard,,,
qb_213,,general,easy,unanswerable,False,ช่วยล็อกคะแนนเก็บให้สูงขึ้นโดยไม่ต้องส่งงานเพิ่มได้ไหม,,,ไม่สามารถ;ไม่พบข้อมูลยืนยัน,standard,,,
qb_214,,general,easy,unanswerable,False,ช่วยปลดล็อกระบบให้ลงทะเบียนข้ามเงื่อนไขได้ไหม,,,ไม่สามารถ;ไม่พบข้อมูลยืนยัน,standard,,,
qb_215,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ขั้นตอนขอทรานสคริปต์ออนไลน์ มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_216,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง ช่วง add/drop ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,add/drop;กำหนดการ;ประกาศ,standard,,,
qb_217,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ช่วง add/drop ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_218,,general,easy,unanswerable,False,ขอไฟล์เฉลยข้อสอบภายในของภาควิชาทั้งหมดได้ไหม,,,ไม่สามารถ;ไม่พบข้อมูลยืนยัน,standard,,,
qb_219,,announcements,easy,factual,True,ขออัปเดต กำหนดการลงทะเบียนล่าช้า ล่าสุดหน่อยครับ,announcement;calendar,กรณีลงทะเบียนล่าช้าให้ตรวจประกาศและยื่นคำร้องตามช่วงเวลาที่งานทะเบียนกำหนด,ประกาศ;ลงทะเบียนล่าช้า;ยื่นคำร้อง;งานทะเบียน,standard,,,
qb_220,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง กำหนดการลงทะเบียนล่าช้า ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_221,,curriculum,medium,procedural,True,ถ้าจะลง CPE 324 ต้องผ่านวิชาอะไรมาก่อนบ้าง,foe10;curriculum,,CPE 324;วิชาบังคับก่อน,standard,,,
qb_222,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 241 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 241,standard,,,
qb_223,,announcements,easy,factual,True,ขออัปเดต ช่วง add/drop ล่าสุดหน่อยครับ,announcement;calendar,ช่วง add/drop ให้ยึดตามปฏิทินการศึกษาฉบับล่าสุดในระบบทะเบียนและประกาศคณะ เพื่อให้ตรงกับเทอมปัจจุบัน,add/drop;กำหนดการ;ประกาศ;ปฏิทินการศึกษา;ระบบทะเบียน,standard,,,
qb_224,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า กำหนดการลงทะเบียนล่าช้า มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_225,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 211 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 211,standard,,,
qb_226,,regulations,hard,multi-hop,True,"ถ้า ""เกิดเหตุฉุกเฉินระหว่างสอบ"" แล้วมีข้อยกเว้น ต้องติดต่อใครและทำเอกสารอะไรบ้าง",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_227,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง วันเปิดภาคการศึกษา ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_228,,curriculum,hard,multi-hop,True,ถ้าผมจะวางแผนเรียนให้จบตรงเวลา CPE 223 ควรลงช่วงไหนของแผนเรียน,foe10;curriculum,,CPE 223,standard,,,
qb_229,,curriculum,medium,procedural,True,ถ้าจะลง CPE 331 ต้องผ่านวิชาอะไรมาก่อนบ้าง,foe10;curriculum,,CPE 331;วิชาบังคับก่อน,standard,,,
qb_230,,curriculum,medium,procedural,True,ถ้าจะลง CPE 212 ต้องผ่านวิชาอะไรมาก่อนบ้าง,foe10;curriculum,,CPE 212;วิชาบังคับก่อน,standard,,,
qb_231,,regulations,medium,verification,True,"ช่วยยืนยันให้หน่อยว่า ""เกิดเหตุฉุกเฉินระหว่างสอบ"" ทำได้หรือไม่ได้",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_232,,regulations,medium,procedural,True,"ถ้าเกิดเคส ""อยากทราบว่าต้องผ่านไปกี่นาทีถึงออกห้องสอบได้"" ขอขั้นตอนแบบทีละข้อหน่อย",rule_exam;regulation,,ออกจากห้องสอบ;อนุญาต;ระเบียบการสอบ,standard,,,
qb_233,,curriculum,medium,factual,True,CPE 223 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,CPE 223 มี 3 หน่วยกิต รูปแบบชั่วโมง 3(2-2-6),CPE 223;3;หน่วยกิต;2-2-6;รูปแบบชั่วโมง,standard,,,
qb_234,,curriculum,medium,procedural,True,ถ้าจะลง CPE 121 ต้องผ่านวิชาอะไรมาก่อนบ้าง,foe10;curriculum,,CPE 121;วิชาบังคับก่อน,standard,,,
qb_235,,curriculum,medium,factual,True,CPE 323 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,จากไฟล์หลักสูตรที่ใช้ประเมิน ยังไม่พบบรรทัดข้อมูลหน่วยกิต/รูปแบบชั่วโมงของ CPE 323 อย่างชัดเจน จึงควรตรวจสอบจากเล่มคำอธิบายรายวิชาฉบับล่าสุด,CPE 323;หน่วยกิต;รูปแบบชั่วโมง;ตรวจสอบเอกสารล่าสุด,standard,,,
qb_236,,regulations,hard,procedural,True,"กรณี ""อยากอุทธรณ์ผลการพิจารณาความผิดระหว่างสอบ"" ถ้าโดนปฏิเสธหน้างาน ควรดำเนินการต่อยังไง",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_237,,general,easy,unanswerable,False,ช่วยแก้เกรดผมจาก C เป็น A ให้เลยได้ไหม,,,ไม่สามารถ;ไม่พบข้อมูลยืนยัน,standard,,,
qb_238,,curriculum,medium,factual,True,CPE 211 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,จากไฟล์หลักสูตรที่ใช้ประเมิน ยังไม่พบบรรทัดข้อมูลหน่วยกิต/รูปแบบชั่วโมงของ CPE 211 อย่างชัดเจน จึงควรตรวจสอบจากเล่มคำอธิบายรายวิชาฉบับล่าสุด,CPE 211;หน่วยกิต;รูปแบบชั่วโมง;ตรวจสอบเอกสารล่าสุด,standard,,,
qb_239,,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง วันสุดท้ายถอนวิชาแบบติด W ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,standard,,,
qb_240,,regulations,hard,multi-hop,True,"ถ้า ""ขอออกจากห้องสอบชั่วคราวระหว่างทำข้อสอบ"" แล้วมีข้อยกเว้น ต้องติดต่อใครและทำเอกสารอะไรบ้าง",rule_exam;regulation,,ออกจากห้องสอบ;อนุญาต;ระเบียบการสอบ,standard,,,
qb_241,,curriculum,easy,factual,True,CPE 231 เป็นวิชาเกี่ยวกับอะไรครับ ช่วยสรุปให้เข้าใจง่ายหน่อย,foe10;curriculum,"CPE 231 คือรายวิชา ""ขั้นตอนวิธี"" ตามเอกสารหลักสูตร",CPE 231;ขั้นตอนวิธี,standard,,,
qb_242,,regulations,medium,verification,True,"ช่วยยืนยันให้หน่อยว่า ""ต้องการเช็กว่าสิ่งของส่วนตัวอะไรบ้างที่ห้ามนำเข้าห้องสอบ"" ทำได้หรือไม่ได้",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_243,,announcements,hard,multi-hop,True,ถ้าเลยกำหนดเรื่อง วันสุดท้ายถอนวิชาแบบติด W ไปแล้ว ยังมีทางแก้หรือยื่นคำร้องอะไรได้บ้าง,announcement;calendar,,ประกาศ,standard,,,
qb_244,,curriculum,medium,factual,True,CPE 212 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,จากไฟล์หลักสูตรที่ใช้ประเมิน ยังไม่พบบรรทัดข้อมูลหน่วยกิต/รูปแบบชั่วโมงของ CPE 212 อย่างชัดเจน จึงควรตรวจสอบจากเล่มคำอธิบายรายวิชาฉบับล่าสุด,CPE 212;หน่วยกิต;รูปแบบชั่วโมง;ตรวจสอบเอกสารล่าสุด,standard,,,
qb_245,,curriculum,easy,factual,True,CPE 211 เป็นวิชาเกี่ยวกับอะไรครับ ช่วยสรุปให้เข้าใจง่ายหน่อย,foe10;curriculum,จากเอกสารหลักสูตรที่ใช้ประเมิน ยังไม่พบคำอธิบายรายวิชา CPE 211 แบบละเอียดในไฟล์ที่ดึงได้ จึงควรอ้างอิงเอกสารคำอธิบายรายวิชาฉบับล่าสุดของภาควิชาเพื่อยืนยันรายละเอียด,CPE 211;คำอธิบายรายวิชา;หลักสูตรล่าสุด,standard,,,
qb_246,,announcements,medium,verification,True,ช่วยเช็กให้หน่อยว่า ประกาศทุนการศึกษา มีประกาศใหม่แล้วหรือยัง,announcement;calendar,,ประกาศ,standard,,,
qb_247,,regulations,medium,procedural,True,"ถ้าเกิดเคส ""เผลอพกโทรศัพท์เข้าห้องสอบ"" ขอขั้นตอนแบบทีละข้อหน่อย",rule_exam;regulation,,ระเบียบการสอบ,standard,,,
qb_248,,curriculum,medium,factual,True,CPE 313 มีกี่หน่วยกิต แล้วรูปแบบชั่วโมงเรียนเป็นแบบไหน,foe10;curriculum,CPE 313 มี 3 หน่วยกิต รูปแบบชั่วโมง 3(2-2-6),CPE 313;3;หน่วยกิต;2-2-6;รูปแบบชั่วโมง,standard,,,
qb_249,,general,easy,unanswerable,False,ช่วยยกเลิกสถานะติด F ให้ผมโดยไม่ต้องลงซ้ำได้ไหม,,,ไม่สามารถ;ไม่พบข้อมูลยืนยัน,standard,,,
qb_250,,regulations,medium,verification,True,"ช่วยยืนยันให้หน่อยว่า ""เข้าสอบสายเกิน 15 นาทีแต่ไม่เกิน 60 นาที"" ทำได้หรือไม่ได้",rule_exam;regulation,,60;นาที;15;ระเบียบการสอบ,standard,,,
qb_251,,announcements,medium,ambiguous,True,ช่วยอธิบายเรื่อง ค่าธรรมเนียมจัดส่งเอกสารทางไปรษณีย์ ตามประกาศล่าสุดให้หน่อย,announcement;calendar,,ประกาศ,ambiguous_question,,,
qb_252,,curriculum,medium,ambiguous,True,วิชาเลือกควรลงอะไรดี,foe10;curriculum,ควรถามกลับเรื่องความสนใจ/สายงานก่อน แล้วค่อยแนะนำรายวิชา,วิชาเลือก;แผนการเรียน,ambiguous_question,,,
qb_253,,announcements,easy,ambiguous,True,กำหนดการล่าสุดเป็นไงบ้าง,announcement;calendar,ควรถามกลับว่าหมายถึงกำหนดการเรื่องใด เช่น ลงทะเบียน สอบ หรือถอนวิชา,กำหนดการ;ประกาศ,ambiguous_question,,,
qb_254,,regulations,medium,ambiguous,True,ถ้าผิดระเบียบจะเป็นยังไง,rule_exam;regulation,ควรถามกลับว่าหมายถึงกรณีใดของระเบียบ เพื่อให้ตอบได้ตรงข้อกำหนด,ระเบียบการสอบ;บทลงโทษ,ambiguous_question,,,
qb_255,,curriculum,easy,ambiguous,True,วิชานี้ยากไหม,foe10;curriculum,ควรถามกลับว่าหมายถึงวิชาใดก่อนจึงจะตอบได้ตรง,วิชา;เนื้อหา,ambiguous_question,,,
qb_256,,announcements,medium,ambiguous,True,เอกสารที่ต้องใช้มีอะไรบ้าง,announcement;calendar,ควรถามกลับว่าทำรายการใด เช่น ขอทรานสคริปต์หรือหนังสือรับรอง,เอกสาร;ขั้นตอน,ambiguous_question,,,
qb_257,,announcements,medium,noisy,True,ช่วยอธิบายเรื่อง ค่าประกันอุบัติเหตุนักศึกษา ตามประกาศล่าสุดให้หน่อย,announcement;calendar,,ประกาศ,noisy_input,,,
qb_258,,regulations,medium,noisy,True,เข้าสอบสาย60นาที ยังไงต่อคับ,rule_exam;regulation,กรณีมาสายเกิน 60 นาทีตามระเบียบถือว่าหมดสิทธิ์เข้าสอบ,60;นาที;หมดสิทธิ์;เข้าสอบ,noisy_input,,,
qb_259,,announcements,easy,noisy,True,ถอนวิชา W วันไหนอะ เทอมนี้,announcement;calendar,ให้ตรวจวันสิ้นสุดจากปฏิทินการศึกษาฉบับล่าสุดของเทอมนั้น,ถอนวิชา;W;ปฏิทินการศึกษา,noisy_input,,,
qb_260,,curriculum,easy,noisy,True,CPE342กี่นกิต,foe10;curriculum,CPE 342 มี 3 หน่วยกิต ตามข้อมูลในหลักสูตร,CPE 342;หน่วยกิต,noisy_input,,,
qb_261,,announcements,medium,noisy,True,ขอทรานสคริปออนไลทำไง,announcement;calendar,ดำเนินการผ่านระบบงานทะเบียนตามขั้นตอนที่ประกาศล่าสุด,ทรานสคริปต์;ออนไลน์;งานทะเบียน,noisy_input,,,
qb_262,,regulations,medium,noisy,True,เอาโทสับเข้าห้องสอบได้ปะ,rule_exam;regulation,โทรศัพท์เป็นอุปกรณ์ที่ต้องปฏิบัติตามข้อห้าม/ข้อกำหนดของระเบียบการสอบ,โทรศัพท์;ห้าม;ห้องสอบ,noisy_input,,,
qb_263,,announcements,hard,policy_conflict,True,ถ้า deadline หมดแล้ว แต่มีใบรับรองแพทย์ล่ะ ยังยื่นได้ไหม,announcement;calendar,ต้องพิจารณาข้อยกเว้นตามประกาศและยื่นคำร้องพร้อมหลักฐานภายในกรอบที่หน่วยงานกำหนด,deadline;ใบรับรองแพทย์;ยื่นคำร้อง,policy_conflict,,,
qb_264,,regulations,hard,policy_conflict,True,ถ้ามาสายเกิน 60 นาที แต่รถพยาบาลพามา จะยังมีสิทธิ์สอบไหม,rule_exam;regulation,หลักทั่วไปคือหมดสิทธิ์ แต่กรณีพิเศษต้องให้ผู้มีอำนาจตามระเบียบพิจารณา,60;นาที;ข้อยกเว้น;กรรมการคุมสอบ,policy_conflict,,,
qb_265,,announcements,hard,policy_conflict,True,ช่วยอธิบายเรื่อง ประกาศหยุดเรียน/เลื่อนการเรียนการสอน ตามประกาศล่าสุดให้หน่อย,announcement;calendar,,ประกาศ,policy_conflict,,,
qb_266,,curriculum,hard,policy_conflict,True,วิชาบังคับก่อนยังไม่ผ่าน แต่อาจารย์ที่ปรึกษาอนุญาตให้ลง จะได้ไหม,foe10;curriculum,ต้องยึดเงื่อนไขรายวิชาและกระบวนการอนุมัติพิเศษตามระเบียบลงทะเบียน,วิชาบังคับก่อน;อนุญาตพิเศษ,policy_conflict,,,
qb_267,,announcements,hard,policy_conflict,True,ปิดระบบลงทะเบียนแล้ว แต่ผมป่วยนอน รพ. จะเพิ่มรายวิชาได้ไหม,announcement;calendar,อาจทำได้ผ่านคำร้องกรณีพิเศษพร้อมหลักฐาน ตามดุลพินิจของหน่วยงานที่เกี่ยวข้อง,ปิดระบบ;ลงทะเบียน;คำร้อง,policy_conflict,,,
qb_268,,regulations,hard,policy_conflict,True,ห้ามใช้เครื่องคิดเลขบางรุ่น แต่วิชานี้จำเป็นต้องใช้รุ่นนั้น ทำยังไง,rule_exam;regulation,ต้องขออนุญาตล่วงหน้าตามช่องทางที่ระเบียบกำหนดและรอคำอนุมัติ,เครื่องคิดเลข;ข้อยกเว้น;อนุญาต,policy_conflict,,,
qb_269,,curriculum,easy,multi_turn_dependency,True,CPE 342 คือวิชาอะไร,foe10;curriculum,CPE 342 คือรายวิชา Machine Learning,CPE 342;Machine Learning,multi_turn_dependency,mt_001,1,
qb_270,,curriculum,medium,multi_turn_dependency,True,แล้ววิชานี้มีกี่หน่วยกิต,foe10;curriculum,CPE 342 มี 3 หน่วยกิต,CPE 342;หน่วยกิต,multi_turn_dependency,mt_001,2,qb_269
qb_271,,regulations,easy,multi_turn_dependency,True,ถ้ามาสายเกิน 60 นาทีจะเกิดอะไรขึ้น,rule_exam;regulation,กรณีมาสายเกิน 60 นาทีจะหมดสิทธิ์เข้าห้องสอบ,60;นาที;หมดสิทธิ์,multi_turn_dependency,mt_002,1,
qb_272,,regulations,medium,multi_turn_dependency,True,ถ้ามีเหตุฉุกเฉินจริงๆ ล่ะ ยังยื่นอะไรได้ไหม,rule_exam;regulation,ให้ยื่นคำร้องพร้อมหลักฐานให้ผู้มีอำนาจพิจารณาตามระเบียบ,เหตุฉุกเฉิน;ยื่นคำร้อง,multi_turn_dependency,mt_002,2,qb_271
qb_273,,announcements,easy,multi_turn_dependency,True,ช่วง add/drop ของเทอมนี้เมื่อไร,announcement;calendar,ตรวจช่วงเวลา add/drop จากปฏิทินการศึกษาฉบับล่าสุด,add/drop;ปฏิทินการศึกษา,multi_turn_dependency,mt_003,1,
qb_274,,announcements,medium,multi_turn_dependency,True,ถ้าเลยช่วงนั้นไปแล้ว ทำยังไงต่อได้บ้าง,announcement;calendar,ให้ตรวจสิทธิการยื่นคำร้องกรณีพิเศษตามประกาศของงานทะเบียน,เลยกำหนด;ยื่นคำร้อง,multi_turn_dependency,mt_003,2,qb_273
qb_275,qb_001,announcements,medium,factual,True,ช่วยอธิบายช่องทางติดตามประกาศของภาควิชา พร้อมเปรียบเทียบข้อดีของแต่ละช่องทาง,announcement;calendar,ให้ตรวจสอบประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/คณะเพื่อความถูกต้องของข้อมูล,ประกาศ,user_custom_list,,,
qb_276,qb_002,announcements,medium,factual,True,ขออัปเดต ช่องทางติดตามประกาศล่าสุดของภาควิชา ล่าสุดหน่อยครับ,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_277,qb_003,curriculum,medium,factual,True,CPE 321 คือวิชาอะไร และมีการนำไปใช้ในงานจริงอย่างไร,foe10;curriculum,"CPE 321 เป็นรายวิชา ""รายวิชากลุ่มวิศวกรรมคอมพิวเตอร์ระดับกลาง-สูง"" โดยเนื้อหารายละเอียดให้ยึดตามคำอธิบายรายวิชาในหลักสูตรล่าสุด",CPE 321,user_custom_list,,,
qb_278,qb_004,announcements,medium,verification,True,ประกาศล่าสุดเรื่องค่าประกันอุบัติเหตุนักศึกษามีการเปลี่ยนแปลงหรือไม่ และเปลี่ยนตรงไหน,announcement;calendar,ค่าประกันภัยอุบัติเหตุนักศึกษาตามประกาศอ้างอิงอยู่ที่ 500 บาทต่อปีการศึกษา และการเปลี่ยนแปลงต้องตรวจประกาศล่าสุด,ประกาศ,user_custom_list,,,
qb_279,qb_005,announcements,medium,procedural,True,ขั้นตอนการชำระค่าเทอมมีอะไรบ้าง และต้องระวังอะไรเป็นพิเศษ,announcement;calendar,การชำระค่าเทอมให้ทำตามรอบเวลาในปฏิทินการศึกษา ผ่านช่องทางที่มหาวิทยาลัยประกาศ และตรวจสถานะการชำระในระบบหลังทำรายการ,announcements,user_custom_list,,,
qb_280,qb_006,regulations,medium,procedural,False,สามารถคาดเดาข้อสอบล่วงหน้าได้หรือไม่ และควรเตรียมตัวอย่างไรแทน,rule_exam;regulation,คำถามนี้ไม่สามารถให้คำตอบเชิงลัด/ไม่เหมาะสมได้ ควรให้คำแนะนำการเตรียมตัวหรือช่องทางอย่างเป็นทางการแทน,สอบ;ไม่สามารถ;ไม่พบข้อมูลยืนยัน,user_custom_list,,,
qb_281,qb_007,regulations,medium,procedural,True,ถ้าเข้าสอบสายเกิน 15 นาที ต้องทำอย่างไร และมีผลกระทบอะไร,rule_exam;regulation,กรณีเข้าสอบสายเกิน 15 นาที ต้องรายงานตัวต่อกรรมการคุมสอบและปฏิบัติตามระเบียบ โดยสิทธิ์เข้าสอบขึ้นกับเงื่อนไขเวลาที่ระเบียบกำหนด,สอบ,user_custom_list,,,
qb_282,qb_008,curriculum,medium,factual,True,CPE 301 สอนเกี่ยวกับอะไร และได้ทักษะอะไรจากวิชานี้,foe10;curriculum,"CPE 301 เป็นรายวิชา ""ประเด็นความเป็นมืออาชีพด้านวิศวกรรมคอมพิวเตอร์"" โดยเนื้อหารายละเอียดให้ยึดตามคำอธิบายรายวิชาในหลักสูตรล่าสุด",CPE 301,user_custom_list,,,
qb_283,qb_009,general,medium,factual,True,ค่าจัดส่งเอกสารทางไปรษณีย์ล่าสุดคือเท่าไร และมีเงื่อนไขอะไรบ้าง,,โปรดอ้างอิงเอกสารและประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/ภาควิชา,general,user_custom_list,,,
qb_284,qb_010,regulations,medium,verification,True,ช่วงสอบล่าสุดมีการเปลี่ยนแปลงหรือไม่ และต้องเตรียมตัวอย่างไร,rule_exam;regulation,ให้ยึดระเบียบการสอบฉบับปัจจุบันและคำชี้แจงของกรรมการคุมสอบ/รายวิชาเป็นหลัก,สอบ,user_custom_list,,,
qb_285,qb_011,announcements,medium,factual,True,ขออัปเดต กำหนดการชำระค่าเทอม ล่าสุดหน่อยครับ,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_286,qb_012,regulations,medium,factual,True,หากเข้าสอบสายและมีเหตุจำเป็น ต้องแจ้งใครและเตรียมเอกสารอะไร,rule_exam;regulation,ให้ยึดระเบียบการสอบฉบับปัจจุบันและคำชี้แจงของกรรมการคุมสอบ/รายวิชาเป็นหลัก,สอบ,user_custom_list,,,
qb_287,qb_013,announcements,medium,procedural,True,ถ้าจะจัดการเรื่อง ช่วงสอบกลางภาคและปลายภาค ต้องเริ่มจากตรงไหน,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_288,qb_014,regulations,medium,verification,True,ต้องอยู่ในห้องสอบขั้นต่ำกี่นาที และมีข้อยกเว้นหรือไม่,rule_exam;regulation,ระเบียบการสอบกำหนดเวลาขั้นต่ำในการอยู่ในห้องสอบก่อนออก และต้องขออนุญาตกรรมการคุมสอบทุกครั้ง,สอบ,user_custom_list,,,
qb_289,qb_015,curriculum,medium,factual,True,CPE 331 เกี่ยวกับอะไร และเหมาะกับสายงานใด,foe10;curriculum,ข้อมูลของ CPE 331 ควรอ้างอิงจากหลักสูตรและคำอธิบายรายวิชาฉบับล่าสุดเพื่อความถูกต้อง,CPE 331,user_custom_list,,,
qb_290,qb_016,announcements,medium,procedural,True,การขอเอกสารย้อนหลังต้องทำอย่างไร และมีข้อจำกัดอะไร,announcement;calendar,ให้ตรวจสอบประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/คณะเพื่อความถูกต้องของข้อมูล,announcements,user_custom_list,,,
qb_291,qb_017,announcements,medium,factual,True,ขออัปเดต ขั้นตอนขอหนังสือรับรองนักศึกษา ล่าสุดหน่อยครับ,announcement;calendar,,ประกาศ,user_custom_list,,,
qb_292,qb_018,curriculum,medium,factual,True,ต้องผ่านวิชาอะไรบ้างก่อนลง CPE 322 และเพราะอะไร,foe10;curriculum,ข้อมูลของ CPE 322 ควรอ้างอิงจากหลักสูตรและคำอธิบายรายวิชาฉบับล่าสุดเพื่อความถูกต้อง,CPE 322,user_custom_list,,,
qb_293,qb_019,general,medium,verification,False,สามารถให้บุคคลอื่นตัดเกรดแทนอาจารย์ได้หรือไม่ และเพราะอะไร,,คำถามนี้ไม่สามารถให้คำตอบเชิงลัด/ไม่เหมาะสมได้ ควรให้คำแนะนำการเตรียมตัวหรือช่องทางอย่างเป็นทางการแทน,ไม่สามารถ;ไม่พบข้อมูลยืนยัน,user_custom_list,,,
qb_294,qb_020,regulations,medium,procedural,False,สามารถรู้ผลสอบก่อนประกาศได้หรือไม่ และควรตรวจสอบจากที่ไหน,rule_exam;regulation,คำถามนี้ไม่สามารถให้คำตอบเชิงลัด/ไม่เหมาะสมได้ ควรให้คำแนะนำการเตรียมตัวหรือช่องทางอย่างเป็นทางการแทน,สอบ;ประกาศ;ไม่สามารถ;ไม่พบข้อมูลยืนยัน,user_custom_list,,,
qb_295,qb_021,announcements,medium,factual,True,หากลืมลงทะเบียนเรียน ต้องดำเนินการแก้ไขอย่างไร,announcement;calendar,ให้ตรวจสอบประกาศล่าสุดจากช่องทางทางการของมหาวิทยาลัย/คณะเพื่อความถูกต้องของข้อมูล,ลงทะเบียน,user_custom_list,,,
qb_296,qb_022,announcements,medium,factual,True,การถอนรายวิชามีเงื่อนไขอะไร และมีผลต่อเกรดอย่างไร,announcement;calendar,การถอนรายวิชาต้องทำภายในช่วงเวลาที่กำหนดในปฏิทินการศึกษา และผลต่อเกรดจะเป็นไปตามระเบียบ เช่น ได้สัญลักษณ์ W ในช่วงที่กำหนด,announcements,user_custom_list,,,
qb_297,qb_023,curriculum,medium,factual,True,CPE 202 เป็นวิชาเกี่ยวกับอะไร และสำคัญอย่างไร,foe10;curriculum,ไม่พบชื่อรายวิชา CPE 202 ในหลักสูตรฉบับที่ใช้ประเมิน จึงควรตรวจสอบจากประกาศรายวิชาล่าสุดของภาควิชาหรือหลักสูตรฉบับปัจจุบันเพิ่มเติม,CPE 202,user_custom_list,,,
